ID,Account 18 Digit ID,Account Name,Parent ID,Parent Name
8287,001o000000ivYV7AAM,Hawaii Electric Light Company,001o000000ivYI2AAM,Hawaiian Electric Industries
11843,001o000000ivXZSAA2,Maui Electric Company,001o000000ivYI2AAM,Hawaiian Electric Industries
19547,001o000000ivWjQAAU,Hawaiian Electric Company,001o000000ivYI2AAM,Hawaiian Electric Industries
4960,001o000000ivYyvAAE,Decatur County Rural E M C,001o000000ivXYQAA2,Hoosier Energy
5394,001o000000ivYxDAAU,Dubois Rural Electric Coop Inc,001o000000ivXYQAA2,Hoosier Energy
14160,001o000000ivYdYAAU,Orange County Rural E M C,001o000000ivXYQAA2,Hoosier Energy
4848,001o000000ivXLuAAM,Daviess-Martin County REMC,001o000000ivXYQAA2,Hoosier Energy
9778,001o000000ivXJPAA2,Johnson County REMC,001o000000ivXYQAA2,Hoosier Energy
17038,001o000000ivXGrAAM,RushShelby Energy,001o000000ivXYQAA2,Hoosier Energy
12929,001o000000ivXFzAAM,South Central Indiana REMC,001o000000ivXYQAA2,Hoosier Energy
1283,001o000000ivWUBAA2,Bartholomew County REMC,001o000000ivXYQAA2,Hoosier Energy
20216,001o000000ivWbIAAU,Whitewater Valley Rural EMC,001o000000ivXYQAA2,Hoosier Energy
20222,001o000000ivWbGAAU,Wayne-White Counties Electric Cooperative,001o000000ivXYQAA2,Hoosier Energy
17599,001o000000ivVxHAAU,Southeastern Indiana REMC,001o000000ivXYQAA2,Hoosier Energy
26510,2,Liberty 1,001o000000ivXREAA2,Liberty Utilities
57483,3,Liberty 2,001o000000ivXREAA2,Liberty Utilities
5860,001o000000ivXRzAAM,Empire District Electric Co,001o000000ivXREAA2,Liberty Utilities
11804,001o000000ivXaAAAU,Massachusetts Electric Co,001o000000ivYp6AAE,National Grid (US)
13206,001o000000ivWyDAAU,Nantucket Electric Co.,001o000000ivYp6AAE,National Grid (US)
13573,001o000000ivVvNAAU,Niagara Mohawk Power Corporation,001o000000ivYp6AAE,National Grid (US)
13214,001o000000ivVvCAAU,The Narragansett Electric Co.,001o000000ivYp6AAE,National Grid (US)
20951,001o000000ivZBUAA2,Woodbury County Rural Electric Cooperative,,
2001,001o000000ivYzMAAU,Boone Electric Cooperative,,
4939,001o000000ivYyxAAE,"Deaf Smith Electric Cooperative, Inc",,
2215,001o000000ivYxWAAU,Bridger Valley Electric Association,,
5585,001o000000ivYvMAAU,Eastern Illinois Electric Cooperative,,
8699,001o000000ivYTDAA2,Inland Power & Light Company,,
9991,001o000000ivYs3AAE,Kandiyohi Power Cooperative,,
6169,001o000000ivYQTAA2,"Fall River Rural Electric Cooperative, Inc.",,
6173,001o000000ivYQRAA2,"Fannin County Electric Cooperative, Inc.",,
10603,001o000000ivYn4AAE,Laclede Electric Cooperative,,
3478,001o000000ivYjjAAE,Cimarron Electric Cooperative,,
6957,001o000000ivYahAAE,"Garkane Energy Cooperative, Inc.",,
5632,001o000000ivXLVAA2,Eau Claire Energy Cooperative,,
18383,001o000000ivXFBAA2,Taylor Electric Cooperative,,
13651,001o000000ivXAaAAM,Nolin Rural Electric Cooperative Corporation,,
14109,001o000000ivX9RAAU,Oregon Trail Electric Cooperative,,
16196,001o000000ivX9BAAU,Rock Energy Cooperative,,
10649,001o000000ivX16AAE,Lamar Electric Cooperative,,
19558,001o000000ivWjPAAU,Homer Electric Association,,
329,001o000000ivWFOAA2,"Allamakee-Clayton Electric Cooperative, Inc.",,
16060,001o000000ivW4vAAE,Riverland Energy Cooperative,,
17260,001o000000ivVzfAAE,North West Rural Electric Cooperative,,
14945,001o000000ivYyUAAU,Philadelphia Village of,001o000000ivYvGAAU,New York Power Authority
5021,001o000000ivYyrAAE,Delaware County Elec Coop Inc,001o000000ivYvGAAU,New York Power Authority
7600,001o000000ivYYkAAM,"Green Island, Village of",001o000000ivYvGAAU,New York Power Authority
7624,001o000000ivYYiAAM,"Greene, Village of",001o000000ivYvGAAU,New York Power Authority
14700,001o000000ivYyhAAE,"Penn Yan, Village of",001o000000ivYvGAAU,New York Power Authority
7630,001o000000ivYYGAA2,"Greenport, Village of",001o000000ivYvGAAU,New York Power Authority
7713,001o000000ivYY4AAM,"Groton, Village of",001o000000ivYvGAAU,New York Power Authority
2272,001o000000ivYwCAAU,"Brocton, Village of",001o000000ivYvGAAU,New York Power Authority
7995,001o000000ivYW6AAM,"Hamilton, Village of",001o000000ivYvGAAU,New York Power Authority
8733,001o000000ivYT8AAM,"Holley, Village of",001o000000ivYvGAAU,New York Power Authority
5875,001o000000ivYSYAA2,"Endicott, Village of",001o000000ivYvGAAU,New York Power Authority
5930,001o000000ivYSQAA2,"Fairport, Village of",001o000000ivYvGAAU,New York Power Authority
9200,001o000000ivYRBAA2,"Ilion, Village of",001o000000ivYvGAAU,New York Power Authority
3164,001o000000ivYpRAAU,"Castile, Village of",001o000000ivYvGAAU,New York Power Authority
9645,001o000000ivYPAAA2,Jamestown Board of Public Util,001o000000ivYvGAAU,New York Power Authority
6711,001o000000ivYOMAA2,"Frankfort, Village of",001o000000ivYvGAAU,New York Power Authority
6775,001o000000ivYNrAAM,Freeport Electric,001o000000ivYvGAAU,New York Power Authority
10610,001o000000ivYlRAAU,"Lake Placid Village, Inc",001o000000ivYvGAAU,New York Power Authority
3525,001o000000ivYjcAAE,"Churchville, Village of",001o000000ivYvGAAU,New York Power Authority
11083,001o000000ivYhvAAE,"Little Valley, Village of",001o000000ivYvGAAU,New York Power Authority
17079,001o000000ivYDQAA2,"Sherburne, Village of",001o000000ivYvGAAU,New York Power Authority
14125,001o000000ivYdfAAE,Oneida-Madison Electric Coop.,001o000000ivYvGAAU,New York Power Authority
11618,001o000000ivYcUAAU,"Marathon, Village of",001o000000ivYvGAAU,New York Power Authority
14267,001o000000ivYbvAAE,Otsego Electric Cooperative,001o000000ivYvGAAU,New York Power Authority
11811,001o000000ivXZUAA2,Town of Massena Electric Department,001o000000ivYvGAAU,New York Power Authority
12759,001o000000ivXWfAAM,Mohawk Municipal Comm,001o000000ivYvGAAU,New York Power Authority
16549,001o000000ivXGpAAM,"Salamanca, City of",001o000000ivYvGAAU,New York Power Authority
15145,001o000000ivWy5AAE,"Plattsburgh, City of",001o000000ivYvGAAU,New York Power Authority
1343,001o000000ivWU3AAM,Bath Electric Gas & Water Sys,001o000000ivYvGAAU,New York Power Authority
18102,001o000000ivWtYAAU,"Steuben Rural Elec Coop, Inc",001o000000ivYvGAAU,New York Power Authority
1604,001o000000ivWRZAA2,"Bergen, Village of",001o000000ivYvGAAU,New York Power Authority
18813,001o000000ivWpxAAE,"Theresa, Village of",001o000000ivYvGAAU,New York Power Authority
19274,001o000000ivWlMAAU,"Tupper Lake, Village of",001o000000ivYvGAAU,New York Power Authority
183,001o000000ivWITAA2,"Akron, Village of",001o000000ivYvGAAU,New York Power Authority
661,001o000000ivWE2AAM,"Andover, Village of",001o000000ivYvGAAU,New York Power Authority
20193,001o000000ivWcXAAU,"Watkins Glen, Village of",001o000000ivYvGAAU,New York Power Authority
15991,001o000000ivW4xAAE,"Richmondville, Village of",001o000000ivYvGAAU,New York Power Authority
16217,001o000000ivW41AAE,"Rockville Centre, Village of",001o000000ivYvGAAU,New York Power Authority
16325,001o000000ivW3vAAE,"Rouses Point, Village of",001o000000ivYvGAAU,New York Power Authority
17085,001o000000ivVzoAAE,"Sherrill, City of",001o000000ivYvGAAU,New York Power Authority
17186,001o000000ivVzhAAE,"Silver Springs, Village of",001o000000ivYvGAAU,New York Power Authority
17512,001o000000ivVyfAAE,"Solvay, Village of",001o000000ivYvGAAU,New York Power Authority
17789,001o000000ivVw3AAE,"Spencerport, Village of",001o000000ivYvGAAU,New York Power Authority
17846,0011J00001DALXiQAP,"Springville, Village of",001o000000ivYvGAAU,New York Power Authority
20337,0011J00001DALTCQA5,"Wellsville, Village of",001o000000ivYvGAAU,New York Power Authority
669,0011J00001DALgpQAH,"Angelica, Village of",001o000000ivYvGAAU,New York Power Authority
11892,0011J00001DALdMQAX,"Mayville, Village of",001o000000ivYvGAAU,New York Power Authority
7801,001o000000ivYWxAAM,Gulf Power Company,001o000000ivWg6AAE,"NextEra Energy, Inc."
6452,001o000000ivYPIAA2,Florida Power & Light Co.,001o000000ivWg6AAE,"NextEra Energy, Inc."
14401,001o000000ivZ1hAAE,City of Palo Alto Utilities,001o000000ivZ4QAAU,Northern California Power Agency
7677,001o000000ivYY7AAM,"Gridley, City of",001o000000ivZ4QAAU,Northern California Power Agency
15308,001o000000ivYvEAAU,Plumas-Sierra Rural Electric Co-op,001o000000ivZ4QAAU,Northern California Power Agency
8348,001o000000ivYV0AAM,"Healdsburg, City of",001o000000ivZ4QAAU,Northern California Power Agency
11124,001o000000ivYhpAAE,Lodi Electric Utility,001o000000ivZ4QAAU,Northern California Power Agency
11148,001o000000ivYhmAAE,"Lompoc, City of",001o000000ivZ4QAAU,Northern California Power Agency
NA19,001o000000ivWZuAAM,Port of Oakland,001o000000ivZ4QAAU,Northern California Power Agency
1702,001o000000ivWQwAAM,Biggs Municipal Utilities,001o000000ivZ4QAAU,Northern California Power Agency
19229,001o000000ivWlRAAU,Truckee Donner Public Utility District,001o000000ivZ4QAAU,Northern California Power Agency
19397,001o000000ivWlCAAU,"Ukiah, City of",001o000000ivZ4QAAU,Northern California Power Agency
207,001o000000ivWHLAA2,Alameda Municipal Power,001o000000ivZ4QAAU,Northern California Power Agency
16295,001o000000ivW3wAAE,Roseville Electric,001o000000ivZ4QAAU,Northern California Power Agency
16655,001o000000ivW24AAE,"City of Santa Clara, Silicon Valley Power",001o000000ivZ4QAAU,Northern California Power Agency
15783,001o000000ivVrIAAU,Redding Electric Utility,001o000000ivZ4QAAU,Northern California Power Agency
12825,4,NorthWestern 1,001o000000ivXnoAAE,NorthWestern Energy LLC
13809,5,NorthWestern 2,001o000000ivXnoAAE,NorthWestern Energy LLC
21244,001o000000ivZAwAAM,"Southside Electric Coop, Inc",001o000000ivZ56AAE,Old Dominion Electric Cooperative
40228,001o000000ivZ57AAE,Rappahannock Electric Co-op,001o000000ivZ56AAE,Old Dominion Electric Cooperative
15410,001o000000ivYv2AAE,Prince George Electric Cooperative,001o000000ivZ56AAE,Old Dominion Electric Cooperative
3503,001o000000ivYjfAAE,"Choptank Electric Coop, Inc",001o000000ivZ56AAE,Old Dominion Electric Cooperative
5070,001o000000ivYHwAAM,Delaware Electric Cooperative,001o000000ivZ56AAE,Old Dominion Electric Cooperative
13762,001o000000ivYhOAAU,"Northern Neck Electric Cooperative, Inc.",001o000000ivZ56AAE,Old Dominion Electric Cooperative
12260,001o000000ivXZFAA2,"Mecklenburg Electric Coop, Inc",001o000000ivZ56AAE,Old Dominion Electric Cooperative
1062,001o000000ivWVqAAM,BARC Electric Cooperative,001o000000ivZ56AAE,Old Dominion Electric Cooperative
17066,001o000000ivVzqAAE,Shenandoah Valley Electric Cooperative,001o000000ivZ56AAE,Old Dominion Electric Cooperative
84,001o000000ivVwnAAE,A&N Electric Cooperative,001o000000ivZ56AAE,Old Dominion Electric Cooperative
5997,001o000000ivYRdAAM,"Estes Park, Town of",001o000000ivYwtAAE,Platte River Power Authority
6604,001o000000ivYOUAA2,Fort Collins Utilities,001o000000ivYwtAAE,Platte River Power Authority
14715,001o000000ivYygAAE,PPL Electric Utilities Company,001o000000ivYKWAA2,PPL Corp
11249,001o000000ivXV1AAM,Louisville Gas & Electric,001o000000ivYKWAA2,PPL Corp
10171,001o000000ivVvHAAU,Kentucky Utilities Company,001o000000ivYKWAA2,PPL Corp
14534,001o000000ivZ1UAAU,Pasadena Water and Power,001o000000ivVyeAAE,Southern California Public Power Authority
7294,001o000000ivYZbAAM,Glendale Water & Power,001o000000ivVyeAAE,Southern California Public Power Authority
2507,001o000000ivYvuAAE,Burbank Water and Power,001o000000ivVyeAAE,Southern California Public Power Authority
9216,001o000000ivYR8AAM,Imperial Irrigation District,001o000000ivVyeAAE,Southern California Public Power Authority
11208,001o000000ivYg2AAE,Los Angeles Dept of Water and Power,001o000000ivVyeAAE,Southern California Public Power Authority
4003,001o000000ivYfaAAE,Colton Electric Utility,001o000000ivVyeAAE,Southern California Public Power Authority
1050,001o000000ivWVrAAM,Azusa Light and Water,001o000000ivVyeAAE,Southern California Public Power Authority
1192,001o000000ivWVeAAM,"Banning, City of",001o000000ivVyeAAE,Southern California Public Power Authority
19798,001o000000ivWeAAAU,"Vernon, City of",001o000000ivVyeAAE,Southern California Public Power Authority
590,001o000000ivWE7AAM,Anaheim Public Utilities,001o000000ivVyeAAE,Southern California Public Power Authority
16088,001o000000ivW4sAAE,Riverside Public Utilities,001o000000ivVyeAAE,Southern California Public Power Authority
7140,001o000000ivYaAAAU,Georgia Power Company,001o000000ivWZtAAM,Southern Company
12686,001o000000ivXWnAAM,Mississippi Power Company,001o000000ivWZtAAM,Southern Company
195,001o000000ivWHPAA2,Alabama Power Company,001o000000ivWZtAAM,Southern Company
2248,001o000000ivYxUAAU,Bristol Virginia Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
276,001o000000ivYKnAAM,Alcorn County Electric Power Association,001o000000ivWpzAAE,Tennessee Valley Authority
20793,001o000000ivYI5AAM,Winchester Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
9739,001o000000ivYI1AAM,Joe Wheeler EMC,001o000000ivWpzAAE,Tennessee Valley Authority
6641,001o000000ivYEEAA2,4-County Electric Power Association,001o000000ivWpzAAE,Tennessee Valley Authority
241,001o000000ivYEDAA2,Albertville Municipal Utilities Board,001o000000ivWpzAAE,Tennessee Valley Authority
571,001o000000ivYECAA2,Amory Water & Electric,001o000000ivWpzAAE,Tennessee Valley Authority
750,001o000000ivYEBAA2,Arab Electric Cooperative Inc,001o000000ivWpzAAE,Tennessee Valley Authority
947,001o000000ivYEAAA2,Athens Utility Board,001o000000ivWpzAAE,Tennessee Valley Authority
1578,001o000000ivYE9AAM,Benton County,001o000000ivWpzAAE,Tennessee Valley Authority
1891,001o000000ivYE8AAM,Blue Ridge Mountain EMC,001o000000ivWpzAAE,Tennessee Valley Authority
1936,001o000000ivYE7AAM,Bolivar Energy Authority,001o000000ivWpzAAE,Tennessee Valley Authority
2960,001o000000ivYE5AAM,Caney Fork Electric Cooperative Inc,001o000000ivWpzAAE,Tennessee Valley Authority
3075,001o000000ivYE4AAM,Carroll County,001o000000ivWpzAAE,Tennessee Valley Authority
3426,001o000000ivYE1AAM,Cherokee Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
40166,001o000000ivYE0AAM,"Chickasaw Electric Cooperative, Inc.",001o000000ivWpzAAE,Tennessee Valley Authority
944,001o000000ivYDzAAM,"Athens, City of",001o000000ivWpzAAE,Tennessee Valley Authority
1582,001o000000ivYDHAA2,"Benton, City of",001o000000ivWpzAAE,Tennessee Valley Authority
1640,001o000000ivYDGAA2,"Bessemer Utilities, City of",001o000000ivWpzAAE,Tennessee Valley Authority
6422,001o000000ivYCZAA2,"Florence Utilities, City of",001o000000ivWpzAAE,Tennessee Valley Authority
11458,001o000000ivYCXAA2,"Macon, City of",001o000000ivWpzAAE,Tennessee Valley Authority
14078,001o000000ivYCWAA2,"Okolona, City of",001o000000ivWpzAAE,Tennessee Valley Authority
14275,001o000000ivYCVAA2,"Oxford, City of",001o000000ivWpzAAE,Tennessee Valley Authority
19273,001o000000ivYCUAA2,"Tupelo Light & Water, City of",001o000000ivWpzAAE,Tennessee Valley Authority
20394,001o000000ivYCSAA2,"West Point, City of",001o000000ivWpzAAE,Tennessee Valley Authority
3812,001o000000ivYCRAA2,"Clinton, City of",001o000000ivWpzAAE,Tennessee Valley Authority
3855,001o000000ivYCQAA2,Columbia Power System,001o000000ivWpzAAE,Tennessee Valley Authority
4618,001o000000ivYCMAA2,"Cullman Electric Cooperative, Inc.",001o000000ivWpzAAE,Tennessee Valley Authority
4617,001o000000ivYCLAA2,Cullman Power Board,001o000000ivWpzAAE,Tennessee Valley Authority
4624,001o000000ivYCKAA2,Cumberland Electric Member Corporation,001o000000ivWpzAAE,Tennessee Valley Authority
3475,001o000000ivYCbAAM,"Chickamauga, City of",001o000000ivWpzAAE,Tennessee Valley Authority
4920,001o000000ivYCaAAM,"Dayton, City of",001o000000ivWpzAAE,Tennessee Valley Authority
8548,001o000000ivYBZAA2,Hickman Electric Plant Board,001o000000ivWpzAAE,Tennessee Valley Authority
4958,001o000000ivYBqAAM,Decatur Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
5961,001o000000ivYBmAAM,"Erwin, Town of",001o000000ivWpzAAE,Tennessee Valley Authority
6008,001o000000ivYBlAAM,Etowah Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
40236,001o000000ivYBkAAM,"Forked Deer Electric Cooperative, Inc.",001o000000ivWpzAAE,Tennessee Valley Authority
6608,001o000000ivYBjAAM,Fort Loudoun Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
6612,001o000000ivYBiAAM,Fort Payne Improvement Authority,001o000000ivWpzAAE,Tennessee Valley Authority
6717,001o000000ivYBhAAM,Franklin Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
8748,001o000000ivYBFAA2,Holly Springs Electric Department,001o000000ivWpzAAE,Tennessee Valley Authority
8764,001o000000ivYBEAA2,"Holston Electric Cooperative, Inc.",001o000000ivWpzAAE,Tennessee Valley Authority
7174,001o000000ivYBdAAM,Gibson Electric Members Corporation,001o000000ivWpzAAE,Tennessee Valley Authority
9023,001o000000ivYBDAA2,Humboldt Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
7827,001o000000ivYBbAAM,Guntersville Electric Board,001o000000ivWpzAAE,Tennessee Valley Authority
8226,001o000000ivYBaAAM,Hartselle Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
10799,001o000000ivYBAAA2,Lawrenceburg Utility Systems,001o000000ivWpzAAE,Tennessee Valley Authority
10906,001o000000ivYB9AAM,"Lenoir, City of",001o000000ivWpzAAE,Tennessee Valley Authority
10968,001o000000ivYB7AAM,Lexington Electric System,001o000000ivWpzAAE,Tennessee Valley Authority
11247,001o000000ivYB6AAM,Louisville Electric System,001o000000ivWpzAAE,Tennessee Valley Authority
11714,001o000000ivYB5AAM,Marshall-De Kalb Electric Coop,001o000000ivWpzAAE,Tennessee Valley Authority
12186,001o000000ivYB3AAM,McMinnville Electric System,001o000000ivWpzAAE,Tennessee Valley Authority
12330,001o000000ivYB2AAM,Meriwether Lewis Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
40303,001o000000ivYB0AAM,Monroe County Electric Power Association,001o000000ivWpzAAE,Tennessee Valley Authority
13669,001o000000ivYAZAA2,North Alabama Electric Coop,001o000000ivWpzAAE,Tennessee Valley Authority
13716,001o000000ivYAYAA2,North Georgia Electric Member Corporation,001o000000ivWpzAAE,Tennessee Valley Authority
13735,001o000000ivYAXAA2,Northcentral Mississippi Electric Power Association,001o000000ivWpzAAE,Tennessee Valley Authority
14724,001o000000ivYAWAA2,Pennyrile Rural Electric Coop,001o000000ivWpzAAE,Tennessee Valley Authority
14947,001o000000ivYAUAA2,Philadelphia Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
15016,001o000000ivYATAA2,Pickwick Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
15211,001o000000ivYASAA2,Pontotoc Electric Power Association,001o000000ivWpzAAE,Tennessee Valley Authority
15293,001o000000ivYARAA2,Powell Valley Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
13119,001o000000ivYAgAAM,Murfreesboro Electric Department,001o000000ivWpzAAE,Tennessee Valley Authority
40441,001o000000ivYAfAAM,"Murphy, Town of",001o000000ivWpzAAE,Tennessee Valley Authority
13144,001o000000ivYAdAAM,Muscle Shoals Electric Board,001o000000ivWpzAAE,Tennessee Valley Authority
13227,001o000000ivYAcAAM,Natchez Trace Electric Power Association,001o000000ivWpzAAE,Tennessee Valley Authority
19149,001o000000ivXVqAAM,Trenton Light & Water Department,001o000000ivWpzAAE,Tennessee Valley Authority
19154,001o000000ivXVoAAM,Tri-State Electric Member Corporation,001o000000ivWpzAAE,Tennessee Valley Authority
19307,001o000000ivXVnAAM,Tuscumbia Electricity Department,001o000000ivWpzAAE,Tennessee Valley Authority
19574,001o000000ivXVkAAM,Upper Cumberland Electric Membership Corporation,001o000000ivWpzAAE,Tennessee Valley Authority
19898,001o000000ivXVjAAM,Volunteer Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
20130,001o000000ivXViAAM,Warren Rural Electric Cooperative Corp,001o000000ivWpzAAE,Tennessee Valley Authority
7625,001o000000ivXvCAAU,Greeneville Power & Light System,001o000000ivWpzAAE,Tennessee Valley Authority
10421,001o000000ivXsbAAE,Knoxville Utility Board,001o000000ivWpzAAE,Tennessee Valley Authority
16459,001o000000ivXJGAA2,"Russellville, City of",001o000000ivWpzAAE,Tennessee Valley Authority
16629,001o000000ivXItAAM,Sand Mountain Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
16829,001o000000ivXIsAAM,Scottsboro Electric Power Board,001o000000ivWpzAAE,Tennessee Valley Authority
16930,001o000000ivXIrAAM,Sequachee Valley Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
17033,001o000000ivXIqAAM,Sheffield Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
17044,001o000000ivXIpAAM,"Shelby Energy Co-op, Inc.",001o000000ivWpzAAE,Tennessee Valley Authority
17740,001o000000ivXInAAM,Sparta Electric & Public Works,001o000000ivWpzAAE,Tennessee Valley Authority
18384,001o000000ivXIkAAM,Sweetwater Utilities Board,001o000000ivWpzAAE,Tennessee Valley Authority
18472,001o000000ivXIiAAM,Tarrant Electric Department,001o000000ivWpzAAE,Tennessee Valley Authority
18643,001o000000ivXIhAAM,Tennessee Valley Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
18943,001o000000ivXIgAAM,Tippah Electric Power Association,001o000000ivWpzAAE,Tennessee Valley Authority
19007,001o000000ivXIeAAM,Tombigbee Electric Power Association,001o000000ivWpzAAE,Tennessee Valley Authority
17047,001o000000ivXGiAAM,"Shelbyville, City of",001o000000ivWpzAAE,Tennessee Valley Authority
9094,001o000000ivWRsAAM,Huntsville Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
727,001o000000ivWjdAAE,Appalachian Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
577,001o000000ivWjbAAE,"Alcoa, City of",001o000000ivWpzAAE,Tennessee Valley Authority
10579,001o000000ivWhuAAE,Lafollette Utilities Board,001o000000ivWpzAAE,Tennessee Valley Authority
13550,001o000000ivWhrAAE,Newport Utilities Board,001o000000ivWpzAAE,Tennessee Valley Authority
15141,001o000000ivWhpAAE,Plateau Electric Cooperative,001o000000ivWpzAAE,Tennessee Valley Authority
16949,001o000000ivWhoAAE,Sevier County Electric System,001o000000ivWpzAAE,Tennessee Valley Authority
6234,001o000000ivWhlAAE,Fayetteville Public Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
12470,001o000000ivWhkAAE,Middle Tennessee Electric Membership Corporation,001o000000ivWpzAAE,Tennessee Valley Authority
19266,001o000000ivWhjAAE,Tullahoma Utilities Board,001o000000ivWpzAAE,Tennessee Valley Authority
17694,001o000000ivWhiAAE,Southwest Tennessee EMC,001o000000ivWpzAAE,Tennessee Valley Authority
11222,001o000000ivWhhAAE,Loudon Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
3758,001o000000ivWhgAAE,Cleveland Utilities,001o000000ivWpzAAE,Tennessee Valley Authority
55,001o000000ivVwpAAE,"Aberdeen, City of",001o000000ivWpzAAE,Tennessee Valley Authority
13216,001o000000ivVCwAAM,Nashville Electric Service,001o000000ivWpzAAE,Tennessee Valley Authority
18956,001o000000ivWpKAAU,Tri-County Elec Member Corp,,
18957,0011J00001DX1bJQAT,Tri-County Elec Member Corp,,
19159,001o000000ivWnaAAE,"Tri-County Electric Coop, Inc",,
19160,0011J00001DX1bIQAT,"Tri-County Electric Coop, Inc",,
21079,001o000000ivZBLAA2,Wyrulec Company,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
5086,001o000000ivYylAAE,Delta-Montrose Electric Association,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
8570,001o000000ivYU6AAM,Highline Electric Association,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
2998,001o000000ivYqxAAE,Carbon Power & Light,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
14224,001o000000ivYc5AAE,"Otero County Electric Cooperative, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
5862,001o000000ivY5SAAU,Empire Electric Association,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
17592,001o000000ivY5QAAU,Southeast Colorado Power Association,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
16649,001o000000ivY4hAAE,"Sangre De Cristo Electric Association, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
4265,001o000000ivXT0AAM,Continental Divide Electric Cooperative,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
13050,001o000000ivXn1AAE,"Mountain Parks Electric, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
16616,001o000000ivXMDAA2,"San Isabel Electric Association, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
16603,001o000000ivXGoAAM,"San Luis Valley Rural Electric Cooperative, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
19499,001o000000ivWjUAAU,"United Power, Inc",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
8566,001o000000ivVFDAA2,"High Plains Power, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
27058,001o000000ivVFCAA2,"High West Energy, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
23326,0011J00001DX1SXQA1,Sierra Electric Cooperative,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
40230,0011J00001DX1SWQA1,Deseret Generation & Tran Coop,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
20509,0011J00001DX1SSQA1,Wheat Belt Public Power District,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
17826,0011J00001DX1SQQA1,"Springer Electric Cooperative, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
16164,0011J00001DX1SLQA1,Roosevelt Public Power District,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
15257,0011J00001DX1SKQA1,"Poudre Valley Rural Electric Association, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
13777,0011J00001DX1SJQA1,"Northern Rio Arriba Electric Cooperative, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
13058,0011J00001DX1SHQA1,"Mountain View Electric Association, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
12860,0011J00001DX1SGQA1,Morgan County Rural Electric Association,001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
10539,0011J00001DX1SDQA1,"La Plata Electric Association, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
9699,0011J00001DX1SBQA1,"Jemez Mountains Electric Cooperative, Inc.",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
3273,0011J00001DUabPQAT,"Central New Mexico Electric Cooperative, Inc",001o000000ivZ5aAAE,Tri-State Generation and Transmission Association
19728,001o000000ivZPzAAM,"UNS Electric, Inc.",001o000000ivW5pAAE,UNS Energy
24211,001o000000ivZAKAA2,Tucson Electric Power,001o000000ivW5pAAE,UNS Energy
20858,001o000000ivZByAAM,WPPI Energy,001o000000ivZByAAM,WPPI Energy
4604,001o000000ivZ1pAAE,"Crystal Falls, City of",001o000000ivZByAAM,WPPI Energy
